stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
"de:08212:7021:0:1","Karlsruhe Kärcherstraße","49.01601358","8.36157256","0100","","","Pde:08212:7021"
"de:08212:7021:0:2","Karlsruhe Kärcherstraße","49.01617266","8.36180613","0100","","","Pde:08212:7021"
"de:08212:7023:1:1","Neureut Kirchfeld Fortuna","49.05657238","8.40021809","0100","","","Pde:08212:7023"
"de:08212:7023:1:2","Neureut Kirchfeld Fortuna","49.05642521","8.40023605","0100","","","Pde:08212:7023"
"de:08212:7024:11:1","Neureut Kirchfeld Nord","49.05861505","8.39984978","0100","","","Pde:08212:7024"
"de:08212:7024:11:2","Neureut Kirchfeld Nord","49.05862094","8.39996656","0100","","","Pde:08212:7024"
"de:08212:7024:12:3","Neureut Kirchfeld Nord","49.05932732","8.39975995","0100","","","Pde:08212:7024"
"de:08212:71:1:1","KA Ettlinger Tor/Staatstheater","49.00548421","8.40222133","0100","","","Pde:08212:71"
"de:08212:71:2:2","KA Ettlinger Tor/Staatstheater","49.00546653","8.40298490","0100","","","Pde:08212:71"
"de:08212:71:91:1","KA Ettlinger Tor/Staatstheater","49.00548421","8.40201472","0100","","","Pde:08212:71"
"de:08212:71:92:2","KA Ettlinger Tor/Staatstheater","49.00546064","8.40316456","0100","","","Pde:08212:71"
"de:08212:7101:0:11","Karlsruhe Ohiostraße","49.02996290","8.39387598","0100","","","Pde:08212:7101"
"de:08212:7101:0:12","Karlsruhe Ohiostraße","49.02995112","8.39411853","0100","","","Pde:08212:7101"
"de:08212:7104:0:1","Neureut Waldenserkirche","49.04738227","8.37126539","0100","","","Pde:08212:7104"
"de:08212:7104:0:2","Neureut Waldenserkirche","49.04695245","8.37087013","0100","","","Pde:08212:7104"
"de:08212:7105:0:1","Neureut Bachenweg","49.05042031","8.37528984","0100","","","Pde:08212:7105"
"de:08212:7105:0:2","Neureut Bachenweg","49.05021425","8.37502034","0100","","","Pde:08212:7105"
"de:08212:7106:0:1","Neureut Südschule","49.04540979","8.37080725","0100","","",""
"de:08212:7107:0:1","Neureut Mitteltorstraße","49.05211589","8.37819140","0100","","","Pde:08212:7107"
"de:08212:7107:0:2","Neureut Mitteltorstraße","49.05219242","8.37838903","0100","","","Pde:08212:7107"
"de:08212:7108:0:1","Neureut Kirche","49.05385261","8.38039227","0100","","","Pde:08212:7108"
"de:08212:7108:0:2","Neureut Kirche","49.05400568","8.38058990","0100","","","Pde:08212:7108"
"de:08212:7109:0:1","Neureut Friedhof","49.05787923","8.38499164","0100","","","Pde:08212:7109"
"de:08212:7109:0:2","Neureut Friedhof","49.05733177","8.38460537","0100","","","Pde:08212:7109"
"de:08212:7110:0:1","Neureut Am Zinken","49.05835016","8.38079651","0100","","",""
"de:08212:7111:0:1","Neureut Am Bachkanal","49.06373019","8.37353812","0100","","","Pde:08212:7111"
"de:08212:7111:0:2","Neureut Am Bachkanal","49.06382437","8.37310693","0100","","","Pde:08212:7111"
"de:08212:7112:0:1","Neureut Im Kleinen Bruch","49.06682021","8.36968435","0100","","",""
"de:08212:7113:0:1","Neureut Dammweg","49.06403626","8.37035809","0100","","","Pde:08212:7113"
"de:08212:7113:0:2","Neureut Dammweg","49.06417164","8.37001673","0100","","","Pde:08212:7113"
"de:08212:72:1:1","Karlsruhe Kongresszentrum","49.00385776","8.40358677","0100","","","Pde:08212:72"
"de:08212:72:2:2","Karlsruhe Kongresszentrum","49.00381651","8.40405389","0100","","","Pde:08212:72"
"de:08212:7202:0:1","Neureut Grünewaldstraße","49.04556877","8.38160500","0100","","","Pde:08212:7202"
"de:08212:7202:0:2","Neureut Grünewaldstraße","49.04562176","8.38155110","0100","","","Pde:08212:7202"
"de:08212:7203:0:1","Neureut Spöcker Straße","49.04500351","8.39073188","0100","","","Pde:08212:7203"
"de:08212:7203:0:2","Neureut Spöcker Straße","49.04508006","8.39050730","0100","","","Pde:08212:7203"
"de:08212:7204:0:1","Neureut An der Trift","49.04592205","8.39423531","0100","","","Pde:08212:7204"
"de:08212:7204:0:2","Neureut An der Trift","49.04576896","8.39348072","0100","","","Pde:08212:7204"
"de:08212:7205:0:1","Neureut Moldaustraße","49.04739404","8.39639127","0100","","","Pde:08212:7205"
"de:08212:7205:0:2","Neureut Moldaustraße","49.04735283","8.39623855","0100","","","Pde:08212:7205"
"de:08212:7206:0:1","Neureut Donauschwabenstraße","49.05141529","8.39601397","0100","","","Pde:08212:7206"
"de:08212:7206:0:2","Neureut Donauschwabenstraße","49.05120923","8.39604092","0100","","","Pde:08212:7206"
"de:08212:7207:0:1","Neureut Forlenweg","49.05278115","8.39570855","0100","","","Pde:08212:7207"
"de:08212:7207:0:2","Neureut Forlenweg","49.05277526","8.39560075","0100","","","Pde:08212:7207"
"de:08212:7210:0:2","Neureut Holbeinstraße","49.04678759","8.38270094","0100","","","Pde:08212:7210"
"de:08212:7210:0:22","Neureut Holbeinstraße","49.04671693","8.38273687","0100","","","Pde:08212:7210"
"de:08212:7302:0:1","Karlsruhe Linkenheimer Tor","49.01464672","8.39831366","0100","","","Pde:08212:7302"
"de:08212:7302:0:2","Karlsruhe Linkenheimer Tor","49.01492363","8.39807111","0100","","","Pde:08212:7302"
"de:08212:7303:0:1","Karlsruhe Schützenhaus","49.02385466","8.39684941","0100","","","Pde:08212:7303"
"de:08212:7303:0:2","Karlsruhe Schützenhaus","49.02420221","8.39646313","0100","","","Pde:08212:7303"
"de:08212:7304:0:1","Karlsruhe Am Kanalweg","49.03064612","8.39551990","0100","","","Pde:08212:7304"
"de:08212:7304:0:2","Karlsruhe Am Kanalweg","49.03030451","8.39541210","0100","","","Pde:08212:7304"
"de:08212:7305:0:1","Karlsruhe Weißes Haus","49.03289600","8.39515159","0100","","","Pde:08212:7305"
"de:08212:7305:0:2","Karlsruhe Weißes Haus","49.03327293","8.39493599","0100","","","Pde:08212:7305"
"de:08212:7306:0:1","Neureut Alte Kreisstraße","49.04042821","8.39282495","0100","","","Pde:08212:7306"
"de:08212:7306:0:2","Neureut Alte Kreisstraße","49.04047532","8.39287885","0100","","","Pde:08212:7306"
"de:08212:7307:0:1","Neureut Am Hubengut","49.04221834","8.39051628","0100","","","Pde:08212:7307"
"de:08212:7307:0:2","Neureut Am Hubengut","49.04224778","8.39057018","0100","","","Pde:08212:7307"
"de:08212:74:1:1","Karlsruhe Augartenstraße","48.99847125","8.40371253","0100","","","Pde:08212:74"
"de:08212:74:2:2","Karlsruhe Augartenstraße","48.99896042","8.40355982","0100","","","Pde:08212:74"
"de:08212:74:91:1","Karlsruhe Augartenstraße","48.99831212","8.40378440","0100","","","Pde:08212:74"
"de:08212:74:92:2","Karlsruhe Augartenstraße","48.99913133","8.40347897","0100","","","Pde:08212:74"
"de:08212:7402:0:1","Karlsruhe Stresemannstraße","49.02634046","8.37458017","0100","","","Pde:08212:7402"
"de:08212:7402:0:2","Karlsruhe Stresemannstraße","49.02621676","8.37444542","0100","","","Pde:08212:7402"
"de:08212:7404:0:1","Karlsruhe Landauer Straße","49.03128222","8.37044792","0100","","","Pde:08212:7404"
"de:08212:7404:0:2","Karlsruhe Landauer Straße","49.03062257","8.36991791","0100","","","Pde:08212:7404"
"de:08212:7404:0:4","Karlsruhe Landauer Straße","49.03125867","8.37025927","0100","","","Pde:08212:7404"
"de:08212:7405:0:1","Karlsruhe Frankenthaler Straße","49.03407390","8.37064555","0100","","","Pde:08212:7405"
"de:08212:7405:0:2","Karlsruhe Frankenthaler Straße","49.03402090","8.37053775","0100","","","Pde:08212:7405"
"de:08212:7405:0:23","Karlsruhe Frankenthaler Straße","49.03445671","8.37038504","0100","","","Pde:08212:7405"
"de:08212:7405:0:24","Karlsruhe Frankenthaler Straße","49.03433304","8.37044792","0100","","","Pde:08212:7405"
"de:08212:7406:0:1","Karlsruhe Trierer Straße","49.03535189","8.37272066","0100","","","Pde:08212:7406"
"de:08212:7406:0:2","Karlsruhe Trierer Straße","49.03524589","8.37242421","0100","","","Pde:08212:7406"
"de:08212:7407:0:21","Karlsruhe Pirmasenser Straße","49.03491608","8.36489633","0100","","","Pde:08212:7407"
"de:08212:7407:0:22","Karlsruhe Pirmasenser Straße","49.03488075","8.36544430","0100","","","Pde:08212:7407"
"de:08212:7412:0:1","Karlsruhe Binger Straße","49.03115265","8.36135697","0100","","","Pde:08212:7412"
"de:08212:7412:0:2","Karlsruhe Binger Straße","49.03121744","8.36045865","0100","","","Pde:08212:7412"
"de:08212:7413:0:1","Knielingen Husarenlager","49.03289600","8.35531131","0100","","","Pde:08212:7413"
"de:08212:7413:0:2","Knielingen Husarenlager","49.03296078","8.35476333","0100","","","Pde:08212:7413"
"de:08212:7416:0:1","Knielingen Landeckstraße","49.03666519","8.34282472","0100","","","Pde:08212:7416"
"de:08212:7416:0:2","Knielingen Landeckstraße","49.03657096","8.34288761","0100","","","Pde:08212:7416"
"de:08212:7417:0:1","Knielingen Reinmuthstraße","49.03492786","8.34062385","0100","","","Pde:08212:7417"
